timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,soil,pump,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration,fan_energy,fan_duration,pump_duration
2020-07-20 12:00:00,off,on,off,28.0,cool,on,off,26.5,5.4,0.0075,summer,2204,on,26.01,163.7,8.13,21.1,4.18,115.0,18.63,48.2,8.68,215.9,1
2020-07-20 14:00:00,off,off,off,28.0,cool,off,off,30.9,48.4,34.2,summer,2283,on,31.65,242.1,7.45,19.6,7.0,81.5,26.71,147.7,3.25,84.6,1
2020-07-20 18:00:00,off,on,off,26.0,cool,on,off,26.4,28.2,0.0065,summer,2233,on,25.59,172.7,7.93,16.1,7.65,43.8,24.69,168.1,8.73,185.3,1
2020-07-20 20:00:00,on,on,off,27.0,cool,off,on,27.8,10.7,0.0064,summer,2248,on,53.61,193.3,5.69,23.0,19.71,248.6,21.37,43.2,9.87,299.7,1
2020-07-21 08:00:00,off,off,off,21.0,cool,on,off,25.4,38.7,44.4,summer,2221,on,28.33,136.3,8.4,14.8,4.46,67.8,24.51,116.1,2.73,93.9,1
2020-07-21 12:00:00,off,on,off,23.0,cool,on,off,27.2,24.1,0.0009,summer,2251,on,18.52,179.8,5.7,21.3,5.84,45.2,11.83,177.0,6.89,189.4,1
2020-07-21 14:00:00,off,off,off,28.0,cool,on,off,31.4,71.0,33.4,summer,2288,on,39.28,252.9,6.73,11.2,6.48,111.6,23.09,86.9,4.04,82.4,1
2020-07-21 18:00:00,off,on,off,24.0,cool,on,off,28.8,14.1,0.0013,summer,2252,on,15.98,99.8,8.7,16.0,8.97,111.1,16.48,75.4,9.46,261.3,1
2020-07-21 20:00:00,on,on,off,24.0,cool,off,on,28.2,77.5,0.0077,summer,2206,on,47.01,269.6,5.54,28.4,14.86,202.5,17.66,102.3,9.71,212.6,1
2020-07-22 08:00:00,off,off,off,30.0,cool,on,off,29.1,73.6,69.0,summer,2279,on,15.72,140.7,6.47,11.4,3.83,106.4,35.6,106.8,4.82,90.3,1
2020-07-22 12:00:00,off,on,off,26.0,cool,on,off,30.0,23.8,18.1,summer,2225,on,21.3,104.9,5.99,17.5,3.2,63.1,38.21,140.3,8.06,284.6,1
2020-07-22 14:00:00,off,off,off,27.0,cool,off,off,29.6,64.7,51.0,summer,2238,on,32.21,263.4,9.07,24.0,5.15,84.1,19.46,142.4,3.48,85.2,1
2020-07-22 18:00:00,off,on,off,28.0,cool,off,off,32.0,72.3,0.0011,summer,2266,on,27.41,144.9,5.57,16.8,7.26,93.9,36.37,100.0,8.82,192.2,1
2020-07-22 20:00:00,on,on,off,29.0,cool,off,on,26.7,17.9,0.004,summer,2286,on,59.49,236.7,8.53,28.0,18.54,299.0,33.19,94.7,8.34,255.9,1
2020-07-23 08:00:00,off,off,off,22.0,cool,on,off,26.5,46.9,21.4,summer,2233,on,29.65,98.4,6.06,16.8,6.84,118.3,23.9,98.7,2.56,98.6,1
2020-07-23 12:00:00,off,on,off,24.0,cool,on,off,26.9,19.5,0.0073,summer,2223,on,15.36,105.0,9.47,11.0,3.8,84.0,25.4,176.6,8.11,180.3,1
2020-07-23 14:00:00,off,off,off,27.0,cool,off,off,29.3,68.6,63.3,summer,2237,on,44.53,197.6,9.8,10.0,7.04,71.5,36.77,119.2,4.58,101.9,1
2020-07-23 18:00:00,off,on,off,26.0,cool,on,off,29.4,97.7,0.0049,summer,2251,on,18.84,148.8,5.43,16.6,2.53,89.9,24.17,95.4,6.95,191.9,1
2020-07-23 20:00:00,on,on,off,26.0,cool,off,on,29.5,53.7,0.0082,summer,2239,on,49.9,228.8,5.24,11.3,10.74,232.2,37.29,89.6,9.56,274.8,1
2020-07-24 08:00:00,off,off,off,27.0,cool,on,off,31.2,86.7,34.6,summer,2240,on,22.79,141.4,7.02,23.1,4.78,36.9,28.08,137.5,4.66,117.8,1
2020-07-24 12:00:00,off,on,off,28.0,cool,off,off,30.6,60.5,0.0074,summer,2276,on,21.57,90.5,7.4,11.3,6.91,88.0,38.92,55.0,7.45,201.8,1
2020-07-24 14:00:00,off,off,off,27.0,cool,on,off,27.9,34.7,59.9,summer,2249,on,32.0,206.2,7.73,27.2,2.02,84.9,31.9,34.8,3.86,61.8,1
2020-07-24 18:00:00,off,on,off,27.0,cool,on,off,31.8,59.4,0.0056,summer,2258,on,29.17,101.8,6.16,19.2,3.28,93.2,30.48,71.6,5.33,238.4,1
2020-07-24 20:00:00,on,on,off,27.0,cool,off,on,30.6,80.7,0.0082,summer,2246,on,50.87,276.7,5.68,24.8,11.17,292.8,10.7,169.5,5.75,188.8,1
2020-07-25 08:00:00,off,off,off,24.0,cool,on,off,27.7,40.9,48.8,summer,2282,on,17.87,136.4,7.83,12.3,2.11,30.8,39.17,31.9,2.22,60.8,1
2020-07-25 12:00:00,off,on,off,23.0,cool,off,off,26.5,48.0,0.0082,summer,2225,on,20.18,126.3,8.96,29.3,2.3,84.3,27.65,34.6,8.85,245.3,1
2020-07-25 14:00:00,off,off,off,26.0,cool,on,off,29.5,95.0,31.1,summer,2264,on,49.91,218.1,5.62,26.6,2.53,92.5,33.6,33.2,2.53,83.4,1
2020-07-25 18:00:00,off,on,off,24.0,cool,on,off,27.7,87.3,0.0077,summer,2203,on,25.98,97.0,6.08,21.2,6.57,114.6,24.58,142.6,6.63,213.7,1
2020-07-25 20:00:00,on,on,off,28.0,cool,off,off,31.7,9.7,14.2,summer,2296,on,54.31,299.6,5.32,22.3,17.93,215.7,31.15,36.8,7.81,289.8,1
2020-07-26 08:00:00,off,on,off,24.0,cool,off,off,28.3,89.9,35.2,summer,2217,on,16.87,170.0,5.9,26.8,6.07,80.9,30.4,117.9,2.45,71.2,1
2020-07-26 12:00:00,off,on,off,26.0,cool,off,off,29.7,44.6,0.0049,summer,2276,on,16.31,144.4,8.61,22.2,6.35,74.1,12.56,55.1,9.76,238.5,1
2020-07-26 14:00:00,off,off,off,27.0,cool,off,off,30.9,63.9,70.9,summer,2267,on,53.54,311.8,7.62,14.2,8.84,38.1,36.69,160.0,4.51,107.1,1
2020-07-26 18:00:00,off,on,off,28.0,cool,on,off,26.8,22.0,0.0069,summer,2286,on,28.92,93.6,8.07,14.6,3.46,118.1,32.32,72.4,8.7,223.9,1
2020-07-26 20:00:00,on,on,off,27.0,cool,on,on,31.7,76.1,0.0089,summer,2243,on,45.1,226.7,9.67,13.6,15.83,237.6,19.77,49.4,9.24,189.1,1
2020-07-27 08:00:00,off,on,off,28.0,cool,off,off,28.0,15.3,89.2,summer,2203,on,25.86,179.6,6.28,25.3,4.25,79.8,10.47,135.2,4.08,106.9,1
2020-07-27 12:00:00,off,on,off,30.0,cool,off,off,25.8,6.3,0.0035,summer,2214,on,25.12,107.5,9.27,23.0,3.28,86.6,10.64,120.1,9.53,184.6,1
2020-07-27 14:00:00,off,off,off,28.0,cool,on,off,28.8,12.0,91.9,summer,2247,on,31.72,302.7,7.15,20.6,4.3,108.7,38.95,39.9,4.6,67.2,1
2020-07-27 18:00:00,off,on,off,27.0,cool,on,off,26.1,43.6,0.01,summer,2226,on,21.81,140.9,7.02,29.7,2.21,101.5,29.58,58.7,6.16,215.7,1
2020-07-27 20:00:00,on,on,off,30.0,cool,on,off,25.6,42.8,2.4,summer,2210,on,57.1,230.5,8.81,26.2,14.34,284.4,27.45,163.1,7.81,285.0,1
2020-07-28 08:00:00,off,on,off,30.0,cool,on,off,30.5,27.7,73.2,summer,2238,on,22.84,129.8,5.49,28.0,4.71,59.8,20.53,39.8,4.23,86.6,1
2020-07-28 12:00:00,off,on,off,25.0,cool,off,off,25.5,67.5,0.0073,summer,2220,on,15.94,158.0,7.57,11.7,6.8,110.1,36.98,88.3,9.01,241.9,1
2020-07-28 14:00:00,off,on,off,24.0,cool,on,off,27.4,52.1,53.8,summer,2256,on,44.17,315.3,8.73,29.1,2.83,49.0,36.77,142.5,2.62,91.7,1
2020-07-28 18:00:00,off,on,off,29.0,cool,on,off,27.5,9.1,0.0027,summer,2242,on,15.97,133.9,7.35,25.9,5.37,116.6,31.63,120.8,9.07,245.9,1
2020-07-28 20:00:00,on,on,off,29.0,cool,on,on,25.9,33.3,0.0043,summer,2214,on,44.53,229.1,7.14,22.6,19.36,196.8,22.62,102.4,6.5,257.2,1
2020-07-29 08:00:00,off,off,off,23.0,cool,off,off,26.9,11.9,20.2,summer,2223,on,27.46,153.3,6.74,26.9,6.15,66.5,19.16,163.1,4.55,93.8,1
2020-07-29 12:00:00,off,on,off,22.0,cool,off,off,26.2,21.4,0.0066,summer,2249,on,26.18,152.2,6.14,20.4,3.19,74.5,20.75,124.7,6.54,261.5,1
2020-07-29 14:00:00,off,on,off,28.0,cool,on,off,26.2,64.7,46.0,summer,2231,on,59.14,183.6,7.59,25.6,4.8,65.1,38.82,178.1,3.08,60.3,1
2020-07-29 18:00:00,off,on,off,29.0,cool,off,off,31.2,13.0,0.0086,summer,2257,on,23.53,130.4,9.55,15.9,9.04,95.9,34.55,100.4,5.72,277.6,1
2020-07-29 20:00:00,on,on,off,27.0,cool,off,on,25.9,7.7,0.0074,summer,2205,on,51.42,233.7,5.46,11.3,10.24,218.5,10.0,102.5,5.94,276.7,1
2020-07-30 08:00:00,off,on,off,26.0,cool,on,off,28.4,14.3,70.1,summer,2245,on,16.74,129.3,7.86,25.1,5.64,54.9,35.1,33.6,2.93,117.5,1
2020-07-30 12:00:00,off,on,off,29.0,cool,off,off,31.7,27.7,0.0051,summer,2260,on,21.63,157.7,6.16,24.3,5.75,71.8,38.22,145.1,9.51,230.0,1
2020-07-30 14:00:00,off,off,off,25.0,cool,off,off,26.6,39.9,47.0,summer,2252,on,45.44,340.9,5.66,25.1,5.84,39.6,21.88,117.7,3.38,119.4,1
2020-07-30 18:00:00,off,on,off,21.0,cool,on,off,26.1,93.6,0.0016,summer,2203,on,20.95,153.4,7.89,18.7,5.33,65.2,27.92,76.3,6.07,264.1,1
2020-07-30 20:00:00,on,on,off,27.0,cool,off,on,28.9,93.9,0.0086,summer,2244,on,48.43,337.4,6.88,16.4,14.53,204.2,11.74,70.1,8.72,249.6,1
2020-07-31 08:00:00,off,on,off,29.0,cool,off,off,29.7,4.3,95.7,summer,2250,on,27.02,140.1,6.1,17.6,3.94,38.1,12.56,122.2,3.76,87.1,1
2020-07-31 12:00:00,off,on,off,28.0,cool,on,off,25.9,39.9,19.9,summer,2235,on,23.76,151.4,7.27,18.1,7.47,53.0,31.61,101.5,6.92,294.9,1
2020-07-31 14:00:00,off,on,off,30.0,cool,on,off,26.0,97.7,96.1,summer,2224,on,49.78,274.1,8.89,27.2,6.06,96.9,17.94,83.8,4.51,104.4,1
2020-07-31 18:00:00,off,on,off,30.0,cool,off,off,25.1,77.2,0.0058,summer,2295,on,28.12,140.9,8.92,11.2,8.56,72.5,13.17,83.4,6.23,248.9,1
2020-07-31 20:00:00,on,on,off,26.0,cool,on,on,27.0,87.8,0.0088,summer,2233,on,39.92,245.8,6.51,12.7,10.33,205.9,20.11,140.9,8.6,291.4,1
2020-08-01 08:00:00,off,off,off,26.0,cool,off,off,26.2,92.7,64.6,summer,2242,on,21.18,151.7,5.8,26.2,6.22,39.9,37.08,70.9,4.51,118.1,1
2020-08-01 12:00:00,off,on,off,27.0,cool,on,off,27.6,70.4,0.0009,summer,2253,on,24.42,173.8,7.32,15.9,3.2,68.4,11.62,78.1,7.4,215.5,1
2020-08-01 14:00:00,off,on,off,29.0,cool,on,off,31.5,53.5,25.9,summer,2258,on,30.39,355.5,9.61,17.9,4.14,107.6,33.1,108.8,2.11,79.5,1
2020-08-01 18:00:00,off,on,off,28.0,cool,on,off,31.6,88.5,11.1,summer,2274,on,21.71,127.0,8.07,25.2,3.92,58.5,26.43,95.2,8.53,249.3,1
2020-08-01 20:00:00,on,on,off,23.0,cool,on,on,27.4,10.6,0.0024,summer,2253,on,30.62,186.7,5.83,26.2,18.37,245.7,31.18,49.5,5.86,211.5,1
2020-08-02 08:00:00,off,on,off,29.0,cool,on,off,31.7,69.4,24.1,summer,2230,on,27.89,145.4,9.81,14.7,9.71,60.9,22.57,160.9,2.92,60.2,1
2020-08-02 12:00:00,off,on,off,27.0,cool,on,off,28.4,56.5,0.0043,summer,2290,on,26.42,142.7,9.63,19.2,7.12,113.1,20.26,39.2,6.16,226.8,1
2020-08-02 14:00:00,off,off,off,30.0,cool,on,off,27.5,21.5,69.5,summer,2290,on,33.45,255.4,8.02,15.8,5.36,77.9,26.45,39.2,3.84,86.3,1
2020-08-02 18:00:00,off,on,off,29.0,cool,on,off,28.3,85.7,0.0069,summer,2223,on,19.56,156.7,6.33,21.3,3.14,101.1,35.4,70.2,5.12,242.6,1
2020-08-02 20:00:00,on,on,off,21.0,cool,on,on,26.0,76.6,0.0063,summer,2272,on,57.39,282.9,7.71,13.3,11.87,221.4,27.74,110.9,6.23,260.3,1
2020-08-03 08:00:00,off,off,off,27.0,cool,on,off,30.6,70.1,25.5,summer,2298,on,28.85,179.7,5.49,17.5,8.59,99.7,23.36,111.3,2.74,98.2,1
2020-08-03 12:00:00,off,on,off,29.0,cool,off,off,26.5,78.1,0.0012,summer,2242,on,29.62,138.4,6.03,25.3,3.28,73.2,18.14,34.9,9.13,267.2,1
2020-08-03 14:00:00,off,off,off,23.0,cool,on,off,25.9,99.0,66.3,summer,2205,on,53.07,316.4,8.83,29.8,4.66,114.1,27.94,136.2,2.88,100.0,1
2020-08-03 18:00:00,off,on,off,29.0,cool,on,off,29.9,75.6,0.0049,summer,2299,on,23.49,91.1,8.03,16.5,2.07,60.8,39.92,110.0,7.43,215.1,1
2020-08-03 20:00:00,on,on,off,29.0,cool,on,on,31.4,55.9,0.0015,summer,2262,on,47.44,347.0,9.59,21.3,18.32,235.0,32.66,108.2,5.15,250.0,1
2020-08-04 08:00:00,off,off,off,23.0,cool,on,off,27.6,49.0,91.4,summer,2283,on,17.37,153.2,7.32,25.6,6.7,106.8,15.21,143.3,4.58,101.2,1
2020-08-04 12:00:00,off,on,off,27.0,cool,on,off,27.6,76.8,0.0001,summer,2262,on,19.01,136.2,9.51,22.7,7.85,105.9,15.27,68.0,6.11,295.5,1
2020-08-04 14:00:00,off,off,off,27.0,cool,on,off,29.6,91.6,62.5,summer,2261,on,52.97,275.1,7.15,18.4,5.08,77.3,36.36,125.8,2.63,75.7,1
2020-08-04 18:00:00,off,on,off,29.0,cool,on,off,31.9,69.7,0.0035,summer,2268,on,21.23,122.1,8.04,21.0,5.76,55.1,36.28,170.4,8.95,213.6,1
2020-08-04 20:00:00,on,on,off,22.0,cool,off,on,25.7,16.8,0.0079,summer,2275,on,58.36,203.4,8.1,23.5,13.43,248.7,35.72,53.1,9.97,255.5,1
2020-08-05 08:00:00,off,on,off,28.0,cool,on,off,31.3,34.5,51.9,summer,2265,on,27.58,93.2,6.34,18.9,7.46,70.2,35.8,115.3,2.96,113.7,1
2020-08-05 12:00:00,off,on,off,25.0,cool,on,off,29.0,82.0,0.0068,summer,2247,on,27.01,151.5,9.07,16.6,3.3,90.6,37.66,54.1,7.79,197.6,1
2020-08-05 14:00:00,off,on,off,28.0,cool,off,off,30.7,18.4,20.3,summer,2287,on,49.52,224.4,9.64,28.1,4.44,48.5,27.28,155.9,4.47,85.1,1
2020-08-05 18:00:00,off,on,off,22.0,cool,off,off,25.2,60.2,0.0031,summer,2233,on,16.64,154.7,9.17,24.5,5.18,58.6,26.19,81.7,7.86,266.4,1
2020-08-05 20:00:00,on,on,off,30.0,cool,on,on,30.2,74.9,0.0013,summer,2215,on,48.82,282.0,5.58,20.3,17.23,245.2,11.61,35.8,9.41,244.4,1
2020-08-06 08:00:00,off,on,off,30.0,cool,on,off,26.5,38.7,70.4,summer,2263,on,25.32,150.9,8.78,18.4,4.09,78.9,25.79,76.2,2.04,90.4,1
2020-08-06 12:00:00,off,on,off,23.0,cool,off,off,27.7,31.6,0.0038,summer,2298,on,16.78,172.8,9.76,27.4,5.21,71.6,26.26,81.3,7.05,190.1,1
2020-08-06 14:00:00,off,on,off,26.0,cool,off,off,30.0,48.9,62.9,summer,2222,on,31.14,182.0,6.45,25.1,4.79,77.3,16.46,112.2,2.17,71.4,1
2020-08-06 18:00:00,off,on,off,27.0,cool,on,off,31.3,27.1,0.0,summer,2289,on,18.28,176.3,8.79,29.8,4.17,67.7,18.64,101.8,9.56,242.6,1
2020-08-06 20:00:00,on,on,off,26.0,cool,on,on,28.1,58.3,0.0063,summer,2260,on,59.12,278.9,5.34,25.3,19.57,204.5,37.93,109.4,9.1,232.9,1
2020-08-07 08:00:00,off,off,off,27.0,cool,off,off,28.2,34.6,37.4,summer,2258,on,29.61,160.4,6.17,30.0,3.95,118.4,36.06,112.9,2.76,75.0,1
2020-08-07 12:00:00,off,on,off,27.0,cool,off,off,29.4,61.9,0.0051,summer,2265,on,18.05,94.5,5.56,27.9,3.53,45.1,12.28,138.0,7.03,281.8,1
2020-08-07 14:00:00,off,on,off,21.0,cool,on,off,25.0,17.8,26.2,summer,2296,on,42.63,260.1,7.22,27.0,5.65,89.8,33.02,125.7,3.58,84.4,1
2020-08-07 18:00:00,off,on,off,29.0,cool,off,off,31.4,4.3,0.0015,summer,2256,on,28.36,179.4,5.5,13.1,8.56,98.7,36.01,156.7,9.41,252.4,1
2020-08-07 20:00:00,on,on,off,25.0,cool,off,on,29.7,42.9,0.0046,summer,2203,on,59.5,308.0,9.37,11.2,18.36,181.2,24.64,164.4,6.43,205.1,1
2020-08-08 08:00:00,off,off,off,26.0,cool,on,off,30.7,98.0,90.7,summer,2220,on,18.46,132.0,8.39,11.2,4.41,108.6,25.15,87.9,4.5,88.7,1
2020-08-08 12:00:00,off,on,off,26.0,cool,off,off,26.3,66.0,0.0002,summer,2222,on,23.69,134.5,9.76,25.4,6.96,80.7,10.83,67.0,5.43,219.8,1
2020-08-08 14:00:00,off,on,off,30.0,cool,off,off,29.5,55.6,29.8,summer,2201,on,31.97,193.5,5.28,27.5,6.75,42.0,27.34,142.2,2.16,95.4,1
2020-08-08 18:00:00,off,on,off,29.0,cool,off,off,27.0,16.3,0.0047,summer,2231,on,20.17,138.4,7.83,12.9,7.38,117.9,21.48,110.9,9.32,193.8,1
2020-08-08 20:00:00,on,on,off,25.0,cool,on,on,26.5,72.8,0.0066,summer,2293,on,57.12,292.4,5.72,15.9,16.56,226.7,38.25,103.1,7.82,208.9,1
2020-08-09 08:00:00,off,on,off,30.0,cool,off,off,29.1,84.9,21.6,summer,2278,on,27.75,150.8,9.76,13.4,3.87,65.6,17.07,176.8,4.09,85.3,1
2020-08-09 12:00:00,off,on,off,22.0,cool,on,off,26.2,17.2,0.0089,summer,2292,on,26.38,178.1,6.12,23.2,8.04,60.8,24.32,157.2,5.73,191.1,1
2020-08-09 14:00:00,off,on,off,26.0,cool,on,off,27.0,31.3,98.0,summer,2235,on,58.96,346.5,5.46,11.1,6.33,90.3,25.6,96.1,4.28,117.9,1
2020-08-09 18:00:00,off,on,off,27.0,cool,on,off,29.8,85.6,0.0032,summer,2240,on,27.06,105.1,6.78,25.4,7.31,45.7,14.37,136.6,8.84,286.8,1
2020-08-09 20:00:00,on,on,off,27.0,cool,off,on,29.9,17.7,0.0005,summer,2233,on,43.83,234.5,6.95,13.7,11.54,219.3,31.75,108.7,6.31,282.9,1
2020-08-10 08:00:00,off,off,off,28.0,cool,off,off,31.6,8.7,98.0,summer,2290,on,17.96,111.6,8.27,24.2,7.14,50.1,22.44,119.9,3.82,72.3,1
2020-08-10 12:00:00,off,on,off,22.0,cool,on,off,25.9,60.8,13.4,summer,2283,on,27.65,105.7,8.55,29.6,4.66,56.8,38.02,126.5,7.66,265.0,1
2020-08-10 14:00:00,off,on,off,28.0,cool,off,off,27.5,87.7,50.3,summer,2232,on,41.61,346.3,7.08,17.2,5.08,106.9,10.99,162.1,4.93,95.4,1
2020-08-10 18:00:00,off,on,off,28.0,cool,off,off,25.8,95.6,0.0068,summer,2292,on,24.01,176.5,6.65,27.1,2.27,104.9,39.73,175.9,7.91,181.4,1
2020-08-10 20:00:00,on,on,off,27.0,cool,off,on,29.4,6.4,0.0077,summer,2283,on,52.15,296.4,6.14,13.5,17.84,222.8,13.85,76.2,5.72,190.5,1
2020-08-11 08:00:00,off,off,off,28.0,cool,off,off,25.7,98.5,51.6,summer,2211,on,15.58,143.4,7.67,10.7,8.23,109.4,26.28,83.0,2.12,91.2,1
2020-08-11 12:00:00,off,on,off,29.0,cool,on,off,30.2,39.2,0.005,summer,2209,on,22.79,107.4,5.11,28.9,7.14,47.3,14.18,97.7,7.17,213.5,1
2020-08-11 14:00:00,off,on,off,30.0,cool,off,off,28.9,33.9,74.9,summer,2233,on,57.8,326.3,9.19,23.6,9.39,58.4,10.01,171.0,2.78,65.6,1
2020-08-11 18:00:00,off,on,off,28.0,cool,off,off,27.8,10.2,0.0058,summer,2256,on,21.39,123.9,6.78,17.3,5.29,94.8,25.79,95.9,9.23,269.8,1
2020-08-11 20:00:00,on,on,off,23.0,cool,on,on,26.0,70.8,0.0094,summer,2218,on,53.82,227.0,8.86,18.2,19.98,222.0,11.17,66.7,6.1,247.6,1
2020-08-12 08:00:00,off,off,off,28.0,cool,on,off,31.4,5.3,53.8,summer,2266,on,27.01,130.9,5.9,21.7,3.19,109.9,35.29,48.2,3.09,76.8,1
2020-08-12 12:00:00,off,on,off,27.0,cool,on,off,28.2,57.7,0.0086,summer,2236,on,15.83,126.7,7.58,24.6,3.16,50.5,14.36,65.9,6.34,203.8,1
2020-08-12 14:00:00,off,on,off,29.0,cool,off,off,29.7,17.0,90.9,summer,2239,on,52.0,246.9,9.48,23.2,6.37,57.2,37.46,95.0,3.31,65.0,1
2020-08-12 18:00:00,off,on,off,26.0,cool,off,off,25.4,89.1,0.002,summer,2241,on,26.54,101.7,8.18,16.6,3.42,74.3,23.45,123.1,6.84,236.3,1
2020-08-12 20:00:00,on,on,off,25.0,cool,on,on,28.6,29.6,0.0097,summer,2232,on,45.99,196.7,6.85,19.2,14.59,196.9,17.84,48.4,5.59,258.9,1
2020-08-13 08:00:00,off,off,off,23.0,cool,off,off,27.7,37.7,84.6,summer,2267,on,19.99,101.9,6.98,25.7,6.67,57.5,13.83,53.0,4.78,98.5,1
2020-08-13 12:00:00,off,on,off,25.0,cool,off,off,27.6,30.4,0.0065,summer,2270,on,27.17,155.5,5.59,23.2,9.1,78.2,11.36,177.1,7.94,282.9,1
2020-08-13 14:00:00,off,off,off,26.0,cool,off,off,26.9,30.8,54.9,summer,2277,on,41.72,314.3,7.96,11.6,3.21,59.4,17.13,105.4,2.79,60.7,1
2020-08-13 18:00:00,off,on,off,26.0,cool,off,off,29.7,73.2,0.0031,summer,2263,on,29.02,145.6,8.87,23.2,8.08,101.5,32.74,152.8,7.97,249.2,1
2020-08-13 20:00:00,on,on,off,30.0,cool,on,on,27.8,41.2,0.0043,summer,2246,on,53.2,325.2,6.39,22.5,12.67,245.6,26.4,48.5,9.11,260.7,1
2020-08-14 08:00:00,off,off,off,28.0,cool,off,off,29.2,0.7,57.1,summer,2264,on,26.78,132.4,8.78,20.5,6.14,90.6,34.19,171.2,2.71,74.7,1
2020-08-14 12:00:00,off,on,off,27.0,cool,on,off,28.6,6.7,0.0019,summer,2242,on,19.76,157.8,5.4,25.0,7.53,53.6,11.88,57.9,7.65,214.1,1
2020-08-14 14:00:00,off,off,off,25.0,cool,off,off,27.2,32.8,80.5,summer,2200,on,41.12,219.6,8.0,29.1,6.26,63.2,39.59,56.1,3.25,113.7,1
2020-08-14 18:00:00,off,on,off,30.0,cool,off,off,28.0,80.8,0.0008,summer,2231,on,26.36,90.6,8.01,17.4,3.32,58.0,24.36,74.3,5.75,225.5,1
2020-08-14 20:00:00,on,on,off,27.0,cool,on,on,27.7,82.5,0.0016,summer,2223,on,48.96,319.0,9.31,26.3,11.53,185.8,24.9,178.1,6.04,236.6,1
2020-08-15 08:00:00,off,off,off,26.0,cool,on,off,30.4,88.6,97.5,summer,2239,on,29.41,129.3,6.62,23.8,4.23,118.3,20.95,138.4,3.19,84.5,1
2020-08-15 12:00:00,off,on,off,26.0,cool,off,off,31.4,59.0,0.0017,summer,2291,on,18.24,112.6,6.84,13.4,5.51,31.7,11.94,114.6,6.0,299.4,1
2020-08-15 14:00:00,off,off,off,25.0,cool,off,off,27.0,87.7,79.6,summer,2251,on,49.06,333.0,8.79,21.3,5.98,109.3,27.01,65.0,4.07,103.1,1
2020-08-15 18:00:00,off,on,off,28.0,cool,on,off,26.2,50.7,0.0093,summer,2226,on,24.78,112.7,7.56,11.6,8.35,99.2,16.36,150.4,7.64,245.1,1
2020-08-15 20:00:00,on,on,off,29.0,cool,on,on,28.2,35.7,0.0008,summer,2283,on,43.37,291.0,8.93,25.9,15.67,287.0,29.41,176.6,8.06,278.5,1
2020-08-16 08:00:00,off,off,off,27.0,cool,off,off,25.0,24.8,66.9,summer,2242,on,17.21,177.2,7.82,10.8,9.03,84.2,22.6,173.9,3.47,88.6,1
2020-08-16 12:00:00,off,on,off,28.0,cool,on,off,31.9,63.8,0.0006,summer,2231,on,20.85,93.5,5.52,21.2,4.34,48.8,36.81,45.4,8.88,243.4,1
2020-08-16 14:00:00,off,on,off,23.0,cool,off,off,27.5,24.6,29.9,summer,2287,on,35.19,311.4,7.24,14.4,5.3,54.5,32.94,128.1,2.07,115.4,1
2020-08-16 18:00:00,off,on,off,26.0,cool,off,off,29.1,30.8,0.0006,summer,2253,on,16.54,152.2,6.8,10.2,9.04,45.2,31.64,177.1,8.1,190.4,1
2020-08-16 20:00:00,on,on,off,29.0,cool,on,on,25.2,80.4,0.003,summer,2227,on,34.05,348.1,9.76,17.7,17.63,192.3,14.06,107.1,5.56,182.6,1
2020-08-17 08:00:00,off,off,off,24.0,cool,off,off,28.4,63.6,46.4,summer,2269,on,25.31,105.9,8.1,13.4,2.43,70.2,24.14,92.1,4.04,92.9,1
2020-08-17 12:00:00,off,on,off,29.0,cool,on,off,30.3,79.7,0.0009,summer,2278,on,25.98,106.8,9.41,12.4,8.4,76.7,39.56,64.9,8.43,233.9,1
2020-08-17 14:00:00,off,off,off,25.0,cool,on,off,25.6,28.8,92.6,summer,2280,on,44.18,230.9,7.27,11.6,6.48,102.6,23.9,114.8,3.55,83.6,1
2020-08-17 18:00:00,off,on,off,27.0,cool,off,off,26.2,94.5,0.0089,summer,2286,on,27.28,114.7,7.94,26.6,7.02,100.3,11.1,54.6,8.54,195.2,1
2020-08-17 20:00:00,on,on,off,26.0,cool,on,on,28.7,12.6,0.0042,summer,2255,on,56.21,224.6,6.05,20.8,10.15,252.3,21.92,117.8,5.85,288.8,1
2020-08-18 08:00:00,off,on,off,29.0,cool,off,off,29.9,10.7,94.3,summer,2207,on,19.32,152.0,6.85,21.1,3.76,101.3,27.77,60.5,3.8,60.8,1
2020-08-18 12:00:00,off,on,off,29.0,cool,off,off,25.6,70.5,0.004,summer,2249,on,19.22,155.5,6.04,18.5,8.31,110.5,13.14,46.5,8.1,209.2,1
2020-08-18 14:00:00,off,on,off,28.0,cool,off,off,29.8,45.8,97.4,summer,2241,on,42.65,262.6,5.07,22.5,4.45,97.4,34.69,79.6,2.08,107.6,1
2020-08-18 18:00:00,off,on,off,26.0,cool,on,off,29.1,72.4,0.0066,summer,2264,on,25.95,137.2,7.03,24.7,3.15,37.2,29.28,178.7,8.07,186.5,1
2020-08-18 20:00:00,on,on,off,28.0,cool,off,on,30.4,50.1,0.0072,summer,2231,on,58.56,282.6,8.99,10.5,19.24,222.2,10.91,41.3,7.56,223.0,1
