Space,Room,Timestamp,Temperature,AC Status,AC Desired Temperature,Light Sensor Value,Light Device Status
SPACE_1,ROOM_1,2024-12-25 09:42:58,28.73,off,none,839.51,off
SPACE_1,ROOM_2,2024-12-25 09:42:58,28.53,off,none,880.04,off
SPACE_1,ROOM_3,2024-12-25 09:42:58,28.34,off,none,840.21,off
SPACE_2,ROOM_1,2024-12-25 09:42:58,29.15,off,none,842.87,off
SPACE_2,ROOM_2,2024-12-25 09:42:58,29.05,off,none,858.89,off
SPACE_2,ROOM_3,2024-12-25 09:42:58,28.89,off,none,824.6,off
SPACE_1,ROOM_1,2024-12-25 09:43:58,28.84,off,none,969.78,off
SPACE_1,ROOM_2,2024-12-25 09:43:58,29.29,off,none,838.04,off
SPACE_1,ROOM_3,2024-12-25 09:43:58,29.2,off,none,804.93,off
SPACE_2,ROOM_1,2024-12-25 09:43:58,29.17,off,none,960.77,off
SPACE_2,ROOM_2,2024-12-25 09:43:58,29.97,off,none,835.83,off
SPACE_2,ROOM_3,2024-12-25 09:43:58,29.81,off,none,939.7,off
SPACE_1,ROOM_1,2024-12-25 09:44:58,29.16,off,none,808.89,off
SPACE_1,ROOM_2,2024-12-25 09:44:58,29.24,off,none,939.41,off
SPACE_1,ROOM_3,2024-12-25 09:44:58,28.28,off,none,997.93,off
SPACE_2,ROOM_1,2024-12-25 09:44:58,29.51,off,none,853.6,off
SPACE_2,ROOM_2,2024-12-25 09:44:58,28.45,off,none,906.4,off
SPACE_2,ROOM_3,2024-12-25 09:44:58,28.95,off,none,896.45,off
SPACE_1,ROOM_1,2024-12-25 09:45:58,28.12,off,none,963.43,off
SPACE_1,ROOM_2,2024-12-25 09:45:58,28.35,off,none,973.11,off
SPACE_1,ROOM_3,2024-12-25 09:45:58,29.42,off,none,804.66,off
SPACE_2,ROOM_1,2024-12-25 09:45:58,29.82,off,none,955.94,off
SPACE_2,ROOM_2,2024-12-25 09:45:58,29.41,off,none,898.82,off
SPACE_2,ROOM_3,2024-12-25 09:45:58,28.12,off,none,884.49,off
SPACE_1,ROOM_1,2024-12-25 09:46:58,28.54,off,none,917.57,off
SPACE_1,ROOM_2,2024-12-25 09:46:58,29.84,off,none,984.98,off
SPACE_1,ROOM_3,2024-12-25 09:46:58,28.18,off,none,965.26,off
SPACE_2,ROOM_1,2024-12-25 09:46:58,28.85,off,none,841.11,off
SPACE_2,ROOM_2,2024-12-25 09:46:58,28.13,off,none,885.27,off
SPACE_2,ROOM_3,2024-12-25 09:46:58,28.19,off,none,831.37,off
SPACE_1,ROOM_1,2024-12-25 09:47:58,28.29,off,none,859.73,off
SPACE_1,ROOM_2,2024-12-25 09:47:58,28.08,off,none,933.07,off
SPACE_1,ROOM_3,2024-12-25 09:47:58,28.19,off,none,854.12,off
SPACE_2,ROOM_1,2024-12-25 09:47:58,29.66,off,none,883.75,off
SPACE_2,ROOM_2,2024-12-25 09:47:58,29.47,off,none,892.14,off
SPACE_2,ROOM_3,2024-12-25 09:47:58,28.78,off,none,888.32,off
SPACE_1,ROOM_1,2024-12-25 09:48:58,29.15,off,none,974.84,off
SPACE_1,ROOM_2,2024-12-25 09:48:58,28.6,off,none,847.33,off
SPACE_1,ROOM_3,2024-12-25 09:48:58,28.27,off,none,990.18,off
SPACE_2,ROOM_1,2024-12-25 09:48:58,29.32,off,none,825.69,off
SPACE_2,ROOM_2,2024-12-25 09:48:58,28.49,off,none,944.01,off
SPACE_2,ROOM_3,2024-12-25 09:48:58,28.22,off,none,957.78,off
SPACE_1,ROOM_1,2024-12-25 09:49:58,28.58,off,none,999.28,off
SPACE_1,ROOM_2,2024-12-25 09:49:58,29.43,off,none,945.0,off
SPACE_1,ROOM_3,2024-12-25 09:49:58,28.6,off,none,828.65,off
SPACE_2,ROOM_1,2024-12-25 09:49:58,28.82,off,none,965.62,off
SPACE_2,ROOM_2,2024-12-25 09:49:58,29.8,off,none,977.29,off
SPACE_2,ROOM_3,2024-12-25 09:49:58,28.98,off,none,979.54,off
SPACE_1,ROOM_1,2024-12-25 09:50:58,29.71,off,none,959.77,off
SPACE_1,ROOM_2,2024-12-25 09:50:58,29.33,off,none,882.27,off
SPACE_1,ROOM_3,2024-12-25 09:50:58,28.27,off,none,895.86,off
SPACE_2,ROOM_1,2024-12-25 09:50:58,29.74,off,none,890.51,off
SPACE_2,ROOM_2,2024-12-25 09:50:58,28.12,off,none,805.6,off
SPACE_2,ROOM_3,2024-12-25 09:50:58,28.12,off,none,817.81,off
SPACE_1,ROOM_1,2024-12-25 09:51:58,29.73,off,none,917.92,off
SPACE_1,ROOM_2,2024-12-25 09:51:58,28.98,off,none,993.84,off
SPACE_1,ROOM_3,2024-12-25 09:51:58,28.26,off,none,981.15,off
SPACE_2,ROOM_1,2024-12-25 09:51:58,28.33,off,none,866.39,off
SPACE_2,ROOM_2,2024-12-25 09:51:58,28.44,off,none,909.76,off
SPACE_2,ROOM_3,2024-12-25 09:51:58,29.58,off,none,888.44,off
SPACE_1,ROOM_1,2024-12-25 09:52:58,28.47,off,none,948.96,off
SPACE_1,ROOM_2,2024-12-25 09:52:58,28.29,off,none,944.97,off
SPACE_1,ROOM_3,2024-12-25 09:52:58,29.37,off,none,905.59,off
SPACE_2,ROOM_1,2024-12-25 09:52:58,28.89,off,none,984.01,off
SPACE_2,ROOM_2,2024-12-25 09:52:58,29.77,off,none,997.44,off
SPACE_2,ROOM_3,2024-12-25 09:52:58,28.56,off,none,812.17,off
SPACE_1,ROOM_1,2024-12-25 09:53:58,29.64,off,none,857.76,off
SPACE_1,ROOM_2,2024-12-25 09:53:58,29.37,off,none,991.94,off
SPACE_1,ROOM_3,2024-12-25 09:53:58,29.73,off,none,951.46,off
SPACE_2,ROOM_1,2024-12-25 09:53:58,29.55,off,none,900.36,off
SPACE_2,ROOM_2,2024-12-25 09:53:58,30.0,off,none,872.26,off
SPACE_2,ROOM_3,2024-12-25 09:53:58,29.41,off,none,928.83,off
SPACE_1,ROOM_1,2024-12-25 09:54:58,29.38,off,none,910.75,off
SPACE_1,ROOM_2,2024-12-25 09:54:58,29.93,off,none,869.69,off
SPACE_1,ROOM_3,2024-12-25 09:54:58,29.71,off,none,851.34,off
SPACE_2,ROOM_1,2024-12-25 09:54:58,29.37,off,none,968.95,off
SPACE_2,ROOM_2,2024-12-25 09:54:58,28.09,off,none,945.5,off
SPACE_2,ROOM_3,2024-12-25 09:54:58,29.93,off,none,932.02,off
SPACE_1,ROOM_1,2024-12-25 09:55:58,28.96,off,none,973.13,off
SPACE_1,ROOM_2,2024-12-25 09:55:58,29.19,off,none,950.53,off
SPACE_1,ROOM_3,2024-12-25 09:55:58,29.0,off,none,890.89,off
SPACE_2,ROOM_1,2024-12-25 09:55:58,29.74,off,none,896.39,off
SPACE_2,ROOM_2,2024-12-25 09:55:58,28.63,off,none,813.83,off
SPACE_2,ROOM_3,2024-12-25 09:55:58,28.12,off,none,937.53,off
SPACE_1,ROOM_1,2024-12-25 09:56:58,29.01,off,none,930.86,off
SPACE_1,ROOM_2,2024-12-25 09:56:58,29.77,off,none,991.85,off
SPACE_1,ROOM_3,2024-12-25 09:56:58,29.62,off,none,838.56,off
SPACE_2,ROOM_1,2024-12-25 09:56:58,29.29,off,none,957.87,off
SPACE_2,ROOM_2,2024-12-25 09:56:58,28.07,off,none,892.43,off
SPACE_2,ROOM_3,2024-12-25 09:56:58,29.97,off,none,927.14,off
SPACE_1,ROOM_1,2024-12-25 09:57:58,28.98,off,none,849.65,off
SPACE_1,ROOM_2,2024-12-25 09:57:58,28.51,off,none,955.88,off
SPACE_1,ROOM_3,2024-12-25 09:57:58,28.37,off,none,986.76,off
SPACE_2,ROOM_1,2024-12-25 09:57:58,29.49,off,none,800.25,off
SPACE_2,ROOM_2,2024-12-25 09:57:58,29.74,off,none,945.01,off
SPACE_2,ROOM_3,2024-12-25 09:57:58,28.59,off,none,853.87,off
SPACE_1,ROOM_1,2024-12-25 09:58:58,28.09,off,none,967.2,off
SPACE_1,ROOM_2,2024-12-25 09:58:58,28.51,off,none,821.31,off
SPACE_1,ROOM_3,2024-12-25 09:58:58,28.33,off,none,895.31,off
SPACE_2,ROOM_1,2024-12-25 09:58:58,29.98,off,none,831.08,off
SPACE_2,ROOM_2,2024-12-25 09:58:58,29.22,off,none,912.72,off
SPACE_2,ROOM_3,2024-12-25 09:58:58,29.55,off,none,970.88,off
SPACE_1,ROOM_1,2024-12-25 09:59:58,28.61,off,none,993.53,off
SPACE_1,ROOM_2,2024-12-25 09:59:58,29.51,off,none,934.88,off
SPACE_1,ROOM_3,2024-12-25 09:59:58,29.66,off,none,929.56,off
SPACE_2,ROOM_1,2024-12-25 09:59:58,29.55,off,none,814.08,off
SPACE_2,ROOM_2,2024-12-25 09:59:58,29.36,off,none,844.7,off
SPACE_2,ROOM_3,2024-12-25 09:59:58,29.25,off,none,891.05,off
SPACE_1,ROOM_1,2024-12-25 10:00:58,28.34,off,none,954.06,off
SPACE_1,ROOM_2,2024-12-25 10:00:58,29.35,off,none,805.17,off
SPACE_1,ROOM_3,2024-12-25 10:00:58,28.06,off,none,981.53,off
SPACE_2,ROOM_1,2024-12-25 10:00:58,28.38,off,none,949.5,off
SPACE_2,ROOM_2,2024-12-25 10:00:58,29.05,off,none,860.1,off
SPACE_2,ROOM_3,2024-12-25 10:00:58,29.33,off,none,805.34,off
SPACE_1,ROOM_1,2024-12-25 10:01:58,28.01,off,none,999.07,off
SPACE_1,ROOM_2,2024-12-25 10:01:58,29.89,off,none,953.35,off
SPACE_1,ROOM_3,2024-12-25 10:01:58,29.15,off,none,898.23,off
SPACE_2,ROOM_1,2024-12-25 10:01:58,28.92,off,none,917.41,off
SPACE_2,ROOM_2,2024-12-25 10:01:58,28.75,off,none,846.44,off
SPACE_2,ROOM_3,2024-12-25 10:01:58,29.06,off,none,997.56,off
SPACE_1,ROOM_1,2024-12-25 10:02:58,28.99,off,none,930.44,off
SPACE_1,ROOM_2,2024-12-25 10:02:58,28.58,off,none,894.42,off
SPACE_1,ROOM_3,2024-12-25 10:02:58,28.81,off,none,939.13,off
SPACE_2,ROOM_1,2024-12-25 10:02:58,29.4,off,none,823.36,off
SPACE_2,ROOM_2,2024-12-25 10:02:58,29.48,off,none,977.86,off
SPACE_2,ROOM_3,2024-12-25 10:02:58,28.28,off,none,999.5,off
SPACE_1,ROOM_1,2024-12-25 10:03:58,29.53,off,none,989.58,off
SPACE_1,ROOM_2,2024-12-25 10:03:58,29.89,off,none,818.45,off
SPACE_1,ROOM_3,2024-12-25 10:03:58,29.93,off,none,803.04,off
SPACE_2,ROOM_1,2024-12-25 10:03:58,28.47,off,none,932.75,off
SPACE_2,ROOM_2,2024-12-25 10:03:58,28.89,off,none,843.52,off
SPACE_2,ROOM_3,2024-12-25 10:03:58,28.92,off,none,879.01,off
SPACE_1,ROOM_1,2024-12-25 10:04:58,28.68,off,none,986.29,off
SPACE_1,ROOM_2,2024-12-25 10:04:58,29.5,off,none,824.52,off
SPACE_1,ROOM_3,2024-12-25 10:04:58,29.2,off,none,825.02,off
SPACE_2,ROOM_1,2024-12-25 10:04:58,29.15,off,none,978.06,off
SPACE_2,ROOM_2,2024-12-25 10:04:58,28.95,off,none,884.51,off
SPACE_2,ROOM_3,2024-12-25 10:04:58,29.17,off,none,887.38,off
SPACE_1,ROOM_1,2024-12-25 10:05:58,29.8,off,none,936.87,off
SPACE_1,ROOM_2,2024-12-25 10:05:58,29.4,off,none,911.46,off
SPACE_1,ROOM_3,2024-12-25 10:05:58,29.25,off,none,952.95,off
SPACE_2,ROOM_1,2024-12-25 10:05:58,29.76,off,none,824.58,off
SPACE_2,ROOM_2,2024-12-25 10:05:58,30.0,off,none,900.82,off
SPACE_2,ROOM_3,2024-12-25 10:05:58,28.02,off,none,823.2,off
SPACE_1,ROOM_1,2024-12-25 10:06:58,28.29,off,none,939.24,off
SPACE_1,ROOM_2,2024-12-25 10:06:58,29.91,off,none,968.72,off
SPACE_1,ROOM_3,2024-12-25 10:06:58,29.59,off,none,945.43,off
SPACE_2,ROOM_1,2024-12-25 10:06:58,28.2,off,none,895.54,off
SPACE_2,ROOM_2,2024-12-25 10:06:58,28.56,off,none,949.32,off
SPACE_2,ROOM_3,2024-12-25 10:06:58,29.99,off,none,881.92,off
SPACE_1,ROOM_1,2024-12-25 10:07:58,29.78,off,none,868.72,off
SPACE_1,ROOM_2,2024-12-25 10:07:58,29.61,off,none,884.14,off
SPACE_1,ROOM_3,2024-12-25 10:07:58,29.53,off,none,982.09,off
SPACE_2,ROOM_1,2024-12-25 10:07:58,28.44,off,none,969.31,off
SPACE_2,ROOM_2,2024-12-25 10:07:58,28.63,off,none,865.99,off
SPACE_2,ROOM_3,2024-12-25 10:07:58,28.28,off,none,901.28,off
SPACE_1,ROOM_1,2024-12-25 10:08:58,28.42,off,none,932.19,off
SPACE_1,ROOM_2,2024-12-25 10:08:58,28.69,off,none,985.14,off
SPACE_1,ROOM_3,2024-12-25 10:08:58,28.74,off,none,856.59,off
SPACE_2,ROOM_1,2024-12-25 10:08:58,29.66,off,none,887.5,off
SPACE_2,ROOM_2,2024-12-25 10:08:58,28.37,off,none,912.44,off
SPACE_2,ROOM_3,2024-12-25 10:08:58,28.07,off,none,934.56,off
SPACE_1,ROOM_1,2024-12-25 10:09:58,29.6,off,none,802.07,off
SPACE_1,ROOM_2,2024-12-25 10:09:58,29.92,off,none,886.51,off
SPACE_1,ROOM_3,2024-12-25 10:09:58,28.21,off,none,956.18,off
SPACE_2,ROOM_1,2024-12-25 10:09:58,29.37,off,none,944.09,off
SPACE_2,ROOM_2,2024-12-25 10:09:58,28.29,off,none,832.98,off
SPACE_2,ROOM_3,2024-12-25 10:09:58,29.02,off,none,945.31,off
SPACE_1,ROOM_1,2024-12-25 10:10:58,28.92,off,none,867.79,off
SPACE_1,ROOM_2,2024-12-25 10:10:58,28.81,off,none,934.83,off
SPACE_1,ROOM_3,2024-12-25 10:10:58,29.82,off,none,810.82,off
SPACE_2,ROOM_1,2024-12-25 10:10:58,28.72,off,none,816.5,off
SPACE_2,ROOM_2,2024-12-25 10:10:58,29.33,off,none,951.69,off
SPACE_2,ROOM_3,2024-12-25 10:10:58,28.52,off,none,945.81,off
SPACE_1,ROOM_1,2024-12-25 10:11:58,29.38,off,none,983.96,off
SPACE_1,ROOM_2,2024-12-25 10:11:58,28.11,off,none,993.94,off
SPACE_1,ROOM_3,2024-12-25 10:11:58,28.08,off,none,894.4,off
SPACE_2,ROOM_1,2024-12-25 10:11:58,29.73,off,none,980.28,off
SPACE_2,ROOM_2,2024-12-25 10:11:58,29.06,off,none,935.2,off
SPACE_2,ROOM_3,2024-12-25 10:11:58,28.68,off,none,839.43,off
SPACE_1,ROOM_1,2024-12-25 10:12:58,29.99,off,none,944.66,off
SPACE_1,ROOM_2,2024-12-25 10:12:58,29.62,off,none,945.22,off
SPACE_1,ROOM_3,2024-12-25 10:12:58,29.33,off,none,908.17,off
SPACE_2,ROOM_1,2024-12-25 10:12:58,29.71,off,none,947.26,off
SPACE_2,ROOM_2,2024-12-25 10:12:58,28.76,off,none,818.52,off
SPACE_2,ROOM_3,2024-12-25 10:12:58,28.91,off,none,913.99,off
SPACE_1,ROOM_1,2024-12-25 10:13:58,28.07,off,none,906.33,off
SPACE_1,ROOM_2,2024-12-25 10:13:58,28.83,off,none,975.95,off
SPACE_1,ROOM_3,2024-12-25 10:13:58,29.54,off,none,972.46,off
SPACE_2,ROOM_1,2024-12-25 10:13:58,28.05,off,none,885.82,off
SPACE_2,ROOM_2,2024-12-25 10:13:58,28.15,off,none,913.56,off
SPACE_2,ROOM_3,2024-12-25 10:13:58,28.08,off,none,979.57,off
SPACE_1,ROOM_1,2024-12-25 10:14:58,29.89,off,none,990.06,off
SPACE_1,ROOM_2,2024-12-25 10:14:58,28.34,off,none,966.02,off
SPACE_1,ROOM_3,2024-12-25 10:14:58,28.08,off,none,912.03,off
SPACE_2,ROOM_1,2024-12-25 10:14:58,28.68,off,none,964.39,off
SPACE_2,ROOM_2,2024-12-25 10:14:58,29.05,off,none,826.44,off
SPACE_2,ROOM_3,2024-12-25 10:14:58,29.08,off,none,995.72,off
SPACE_1,ROOM_1,2024-12-25 10:15:58,29.87,off,none,901.88,off
SPACE_1,ROOM_2,2024-12-25 10:15:58,28.99,off,none,809.82,off
SPACE_1,ROOM_3,2024-12-25 10:15:58,28.3,off,none,901.99,off
SPACE_2,ROOM_1,2024-12-25 10:15:58,28.42,off,none,935.63,off
SPACE_2,ROOM_2,2024-12-25 10:15:58,28.25,off,none,896.21,off
SPACE_2,ROOM_3,2024-12-25 10:15:58,28.46,off,none,964.29,off
SPACE_1,ROOM_1,2024-12-25 10:16:58,28.46,off,none,839.27,off
SPACE_1,ROOM_2,2024-12-25 10:16:58,28.97,off,none,926.07,off
SPACE_1,ROOM_3,2024-12-25 10:16:58,29.44,off,none,856.45,off
SPACE_2,ROOM_1,2024-12-25 10:16:58,29.77,off,none,811.9,off
SPACE_2,ROOM_2,2024-12-25 10:16:58,28.93,off,none,834.62,off
SPACE_2,ROOM_3,2024-12-25 10:16:58,30.0,off,none,961.3,off
SPACE_1,ROOM_1,2024-12-25 10:17:58,29.66,off,none,826.77,off
SPACE_1,ROOM_2,2024-12-25 10:17:58,28.45,off,none,883.5,off
SPACE_1,ROOM_3,2024-12-25 10:17:58,28.99,off,none,886.11,off
SPACE_2,ROOM_1,2024-12-25 10:17:58,28.07,off,none,870.88,off
SPACE_2,ROOM_2,2024-12-25 10:17:58,29.25,off,none,910.61,off
SPACE_2,ROOM_3,2024-12-25 10:17:58,28.68,off,none,988.09,off
SPACE_1,ROOM_1,2024-12-25 10:18:58,29.7,off,none,903.26,off
SPACE_1,ROOM_2,2024-12-25 10:18:58,29.51,off,none,853.68,off
SPACE_1,ROOM_3,2024-12-25 10:18:58,28.34,off,none,922.2,off
SPACE_2,ROOM_1,2024-12-25 10:18:58,29.93,off,none,845.88,off
SPACE_2,ROOM_2,2024-12-25 10:18:58,29.91,off,none,977.22,off
SPACE_2,ROOM_3,2024-12-25 10:18:58,29.61,off,none,896.64,off
SPACE_1,ROOM_1,2024-12-25 10:19:58,29.29,off,none,969.83,off
SPACE_1,ROOM_2,2024-12-25 10:19:58,28.5,off,none,928.05,off
SPACE_1,ROOM_3,2024-12-25 10:19:58,28.24,off,none,858.19,off
SPACE_2,ROOM_1,2024-12-25 10:19:58,28.84,off,none,925.19,off
SPACE_2,ROOM_2,2024-12-25 10:19:58,28.59,off,none,853.22,off
SPACE_2,ROOM_3,2024-12-25 10:19:58,29.07,off,none,855.71,off
SPACE_1,ROOM_1,2024-12-25 10:20:58,29.4,off,none,906.41,off
SPACE_1,ROOM_2,2024-12-25 10:20:58,29.58,off,none,838.18,off
SPACE_1,ROOM_3,2024-12-25 10:20:58,28.63,off,none,823.33,off
SPACE_2,ROOM_1,2024-12-25 10:20:58,29.5,off,none,904.09,off
SPACE_2,ROOM_2,2024-12-25 10:20:58,29.76,off,none,865.47,off
SPACE_2,ROOM_3,2024-12-25 10:20:58,28.33,off,none,845.52,off
SPACE_1,ROOM_1,2024-12-25 10:21:58,29.62,off,none,988.11,off
SPACE_1,ROOM_2,2024-12-25 10:21:58,28.02,off,none,842.39,off
SPACE_1,ROOM_3,2024-12-25 10:21:58,28.25,off,none,999.46,off
SPACE_2,ROOM_1,2024-12-25 10:21:58,28.71,off,none,953.98,off
SPACE_2,ROOM_2,2024-12-25 10:21:58,29.71,off,none,823.41,off
SPACE_2,ROOM_3,2024-12-25 10:21:58,28.19,off,none,928.79,off
SPACE_1,ROOM_1,2024-12-25 10:22:58,28.67,off,none,870.46,off
SPACE_1,ROOM_2,2024-12-25 10:22:58,28.75,off,none,890.04,off
SPACE_1,ROOM_3,2024-12-25 10:22:58,28.19,off,none,871.99,off
SPACE_2,ROOM_1,2024-12-25 10:22:58,29.13,off,none,965.88,off
SPACE_2,ROOM_2,2024-12-25 10:22:58,28.81,off,none,897.91,off
SPACE_2,ROOM_3,2024-12-25 10:22:58,29.34,off,none,921.36,off
SPACE_1,ROOM_1,2024-12-25 10:23:58,28.23,off,none,860.32,off
SPACE_1,ROOM_2,2024-12-25 10:23:58,28.34,off,none,989.02,off
SPACE_1,ROOM_3,2024-12-25 10:23:58,28.59,off,none,857.13,off
SPACE_2,ROOM_1,2024-12-25 10:23:58,29.1,off,none,856.34,off
SPACE_2,ROOM_2,2024-12-25 10:23:58,29.05,off,none,851.82,off
SPACE_2,ROOM_3,2024-12-25 10:23:58,28.65,off,none,847.01,off
SPACE_1,ROOM_1,2024-12-25 10:24:58,29.34,off,none,907.93,off
SPACE_1,ROOM_2,2024-12-25 10:24:58,28.35,off,none,891.01,off
SPACE_1,ROOM_3,2024-12-25 10:24:58,28.18,off,none,973.25,off
SPACE_2,ROOM_1,2024-12-25 10:24:58,29.3,off,none,904.91,off
SPACE_2,ROOM_2,2024-12-25 10:24:58,28.71,off,none,994.17,off
SPACE_2,ROOM_3,2024-12-25 10:24:58,28.06,off,none,970.13,off
SPACE_1,ROOM_1,2024-12-25 10:25:58,29.83,off,none,955.3,off
SPACE_1,ROOM_2,2024-12-25 10:25:58,28.62,off,none,839.08,off
SPACE_1,ROOM_3,2024-12-25 10:25:58,29.47,off,none,951.54,off
SPACE_2,ROOM_1,2024-12-25 10:25:58,29.29,off,none,921.83,off
SPACE_2,ROOM_2,2024-12-25 10:25:58,29.99,off,none,894.19,off
SPACE_2,ROOM_3,2024-12-25 10:25:58,29.53,off,none,930.51,off
SPACE_1,ROOM_1,2024-12-25 10:26:58,29.86,off,none,973.02,off
SPACE_1,ROOM_2,2024-12-25 10:26:58,28.69,off,none,958.07,off
SPACE_1,ROOM_3,2024-12-25 10:26:58,29.97,off,none,803.64,off
SPACE_2,ROOM_1,2024-12-25 10:26:58,29.78,off,none,985.67,off
SPACE_2,ROOM_2,2024-12-25 10:26:58,28.3,off,none,940.74,off
SPACE_2,ROOM_3,2024-12-25 10:26:58,28.99,off,none,813.97,off
SPACE_1,ROOM_1,2024-12-25 10:27:58,29.64,off,none,819.82,off
SPACE_1,ROOM_2,2024-12-25 10:27:58,28.51,off,none,835.59,off
SPACE_1,ROOM_3,2024-12-25 10:27:58,29.46,off,none,938.79,off
SPACE_2,ROOM_1,2024-12-25 10:27:58,28.65,off,none,966.83,off
SPACE_2,ROOM_2,2024-12-25 10:27:58,28.13,off,none,923.52,off
SPACE_2,ROOM_3,2024-12-25 10:27:58,29.04,off,none,915.29,off
SPACE_1,ROOM_1,2024-12-25 10:28:58,29.77,off,none,967.35,off
SPACE_1,ROOM_2,2024-12-25 10:28:58,28.69,off,none,884.45,off
SPACE_1,ROOM_3,2024-12-25 10:28:58,29.38,off,none,914.96,off
SPACE_2,ROOM_1,2024-12-25 10:28:58,29.99,off,none,852.61,off
SPACE_2,ROOM_2,2024-12-25 10:28:58,29.61,off,none,803.73,off
SPACE_2,ROOM_3,2024-12-25 10:28:58,29.28,off,none,811.85,off
SPACE_1,ROOM_1,2024-12-25 10:29:58,28.53,off,none,808.62,off
SPACE_1,ROOM_2,2024-12-25 10:29:58,28.7,off,none,838.02,off
SPACE_1,ROOM_3,2024-12-25 10:29:58,29.18,off,none,985.62,off
SPACE_2,ROOM_1,2024-12-25 10:29:58,28.83,off,none,828.57,off
SPACE_2,ROOM_2,2024-12-25 10:29:58,29.08,off,none,839.33,off
SPACE_2,ROOM_3,2024-12-25 10:29:58,28.7,off,none,903.71,off
SPACE_1,ROOM_1,2024-12-25 10:30:58,28.94,off,none,919.67,off
SPACE_1,ROOM_2,2024-12-25 10:30:58,28.64,off,none,927.32,off
SPACE_1,ROOM_3,2024-12-25 10:30:58,29.05,off,none,934.55,off
SPACE_2,ROOM_1,2024-12-25 10:30:58,28.25,off,none,833.02,off
SPACE_2,ROOM_2,2024-12-25 10:30:58,29.42,off,none,801.99,off
SPACE_2,ROOM_3,2024-12-25 10:30:58,29.89,off,none,894.65,off
SPACE_1,ROOM_1,2024-12-25 10:31:58,29.23,off,none,961.91,off
SPACE_1,ROOM_2,2024-12-25 10:31:58,29.39,off,none,895.79,off
SPACE_1,ROOM_3,2024-12-25 10:31:58,28.81,off,none,855.66,off
SPACE_2,ROOM_1,2024-12-25 10:31:58,28.88,off,none,930.22,off
SPACE_2,ROOM_2,2024-12-25 10:31:58,28.46,off,none,951.57,off
SPACE_2,ROOM_3,2024-12-25 10:31:58,28.45,off,none,969.17,off
SPACE_1,ROOM_1,2024-12-25 10:32:58,29.14,off,none,972.47,off
SPACE_1,ROOM_2,2024-12-25 10:32:58,28.59,off,none,919.96,off
SPACE_1,ROOM_3,2024-12-25 10:32:58,29.33,off,none,814.68,off
SPACE_2,ROOM_1,2024-12-25 10:32:58,28.93,off,none,867.14,off
SPACE_2,ROOM_2,2024-12-25 10:32:58,29.03,off,none,856.62,off
SPACE_2,ROOM_3,2024-12-25 10:32:58,28.27,off,none,963.04,off
SPACE_1,ROOM_1,2024-12-25 10:33:58,29.06,off,none,862.34,off
SPACE_1,ROOM_2,2024-12-25 10:33:58,29.98,off,none,908.72,off
SPACE_1,ROOM_3,2024-12-25 10:33:58,29.92,off,none,823.31,off
SPACE_2,ROOM_1,2024-12-25 10:33:58,28.12,off,none,913.81,off
SPACE_2,ROOM_2,2024-12-25 10:33:58,28.68,off,none,898.44,off
SPACE_2,ROOM_3,2024-12-25 10:33:58,28.56,off,none,939.4,off
SPACE_1,ROOM_1,2024-12-25 10:34:58,28.61,off,none,939.43,off
SPACE_1,ROOM_2,2024-12-25 10:34:58,28.85,off,none,895.17,off
SPACE_1,ROOM_3,2024-12-25 10:34:58,29.98,off,none,992.04,off
SPACE_2,ROOM_1,2024-12-25 10:34:58,29.44,off,none,979.23,off
SPACE_2,ROOM_2,2024-12-25 10:34:58,28.47,off,none,974.95,off
SPACE_2,ROOM_3,2024-12-25 10:34:58,29.21,off,none,873.1,off
SPACE_1,ROOM_1,2024-12-25 10:35:58,28.11,off,none,809.12,off
SPACE_1,ROOM_2,2024-12-25 10:35:58,29.1,off,none,971.58,off
SPACE_1,ROOM_3,2024-12-25 10:35:58,29.34,off,none,829.59,off
SPACE_2,ROOM_1,2024-12-25 10:35:58,29.31,off,none,966.28,off
SPACE_2,ROOM_2,2024-12-25 10:35:58,29.26,off,none,813.09,off
SPACE_2,ROOM_3,2024-12-25 10:35:58,28.85,off,none,902.73,off
SPACE_1,ROOM_1,2024-12-25 10:36:58,29.24,off,none,961.19,off
SPACE_1,ROOM_2,2024-12-25 10:36:58,29.64,off,none,854.85,off
SPACE_1,ROOM_3,2024-12-25 10:36:58,29.23,off,none,849.83,off
SPACE_2,ROOM_1,2024-12-25 10:36:58,29.69,off,none,854.89,off
SPACE_2,ROOM_2,2024-12-25 10:36:58,28.9,off,none,807.33,off
SPACE_2,ROOM_3,2024-12-25 10:36:58,28.07,off,none,991.33,off
SPACE_1,ROOM_1,2024-12-25 10:37:58,29.24,off,none,915.8,off
SPACE_1,ROOM_2,2024-12-25 10:37:58,29.51,off,none,883.66,off
SPACE_1,ROOM_3,2024-12-25 10:37:58,28.15,off,none,924.12,off
SPACE_2,ROOM_1,2024-12-25 10:37:58,29.76,off,none,899.95,off
SPACE_2,ROOM_2,2024-12-25 10:37:58,28.51,off,none,953.66,off
SPACE_2,ROOM_3,2024-12-25 10:37:58,28.17,off,none,812.77,off
SPACE_1,ROOM_1,2024-12-25 10:38:58,28.58,off,none,849.91,off
SPACE_1,ROOM_2,2024-12-25 10:38:58,28.3,off,none,899.34,off
SPACE_1,ROOM_3,2024-12-25 10:38:58,29.54,off,none,987.63,off
SPACE_2,ROOM_1,2024-12-25 10:38:58,28.3,off,none,999.14,off
