timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,soil,pump,ac_energy,ac_status_duration,heater_energy,heater_switch_duration,lights_energy,lights_duration,laundry_energy,laundry_machine_duration,fan_energy,fan_duration,pump_duration
2020-08-01 08:00:00,off,off,off,30.0,cool,off,off,30.3,43.1,44.9,summer,2263,on,16.78,105.4,8.93,28.0,4.57,67.5,15.43,163.8,4.71,67.7,0.1
2020-08-01 12:00:00,off,on,off,29.0,cool,on,off,31.6,94.5,0.0022,summer,2201,on,28.7,175.8,8.92,27.2,9.28,34.8,10.4,130.2,9.75,258.0,0.1
2020-08-01 14:00:00,off,on,off,29.0,cool,on,off,28.1,96.7,66.8,summer,2229,on,54.17,282.6,8.4,15.9,4.71,69.6,22.58,31.8,2.42,62.6,0.1
2020-08-01 18:00:00,off,on,off,25.0,cool,on,off,28.5,30.3,0.0005,summer,2292,on,21.53,130.5,6.36,16.1,4.99,62.3,28.66,159.6,5.01,229.9,0.1
2020-08-01 20:00:00,on,on,off,29.0,cool,off,on,28.2,63.4,0.0091,summer,2235,on,35.75,252.1,5.86,15.9,19.41,216.3,39.58,87.6,5.13,219.9,0.1
2020-08-02 08:00:00,off,off,off,29.0,cool,off,off,26.4,95.9,44.6,summer,2275,on,17.42,102.6,9.09,21.7,7.23,99.1,33.26,134.3,3.42,60.0,0.1
2020-08-02 12:00:00,off,on,off,29.0,cool,on,off,25.6,41.8,0.0014,summer,2242,on,21.67,116.1,7.97,25.0,3.39,100.0,29.1,155.1,7.27,290.9,0.1
2020-08-02 14:00:00,off,off,off,26.0,cool,off,off,27.4,55.1,41.2,summer,2270,on,34.84,220.3,9.7,19.3,3.89,101.4,29.19,109.7,2.68,119.6,0.1
2020-08-02 18:00:00,off,on,off,24.0,cool,off,off,27.5,44.6,0.0023,summer,2230,on,23.97,95.0,5.85,19.2,8.98,102.2,20.4,129.0,6.63,252.5,0.1
2020-08-02 20:00:00,on,on,off,27.0,cool,off,on,26.0,62.2,0.0014,summer,2255,on,50.22,232.1,7.98,28.5,11.5,211.9,23.29,166.8,6.64,294.7,0.1
2020-08-03 08:00:00,off,off,off,28.0,cool,off,off,31.5,71.0,42.9,summer,2255,on,26.1,167.3,6.32,24.9,2.63,107.9,20.42,125.0,4.94,109.8,0.1
2020-08-03 12:00:00,off,on,off,27.0,cool,off,off,30.4,9.6,0.0068,summer,2261,on,15.15,119.4,6.56,24.0,2.39,43.7,26.56,141.8,8.34,209.9,0.1
2020-08-03 14:00:00,off,on,off,28.0,cool,off,off,31.2,32.4,53.5,summer,2286,on,36.64,213.8,5.96,10.1,5.27,62.9,26.41,101.7,2.74,104.3,0.1
2020-08-03 18:00:00,off,on,off,29.0,cool,off,off,28.6,98.2,0.004,summer,2271,on,20.93,124.9,5.16,16.8,3.9,113.3,26.55,103.5,8.07,293.9,0.1
2020-08-03 20:00:00,on,on,off,26.0,cool,on,on,28.9,76.8,0.0042,summer,2238,on,37.3,287.4,7.01,18.0,12.62,246.6,22.38,97.0,7.54,233.9,0.1
2020-08-04 08:00:00,off,off,off,30.0,cool,off,off,28.4,2.5,69.4,summer,2222,on,23.86,165.3,7.99,12.5,5.98,30.1,11.79,52.1,3.14,104.9,0.1
2020-08-04 12:00:00,off,on,off,29.0,cool,on,off,29.9,84.8,0.0059,summer,2248,on,20.82,134.7,7.07,19.3,8.07,114.7,28.21,43.0,8.36,201.4,0.1
2020-08-04 14:00:00,off,on,off,25.0,cool,on,off,29.4,54.3,79.5,summer,2268,on,56.54,271.4,7.27,25.5,4.49,57.4,22.58,155.3,4.35,114.4,0.1
2020-08-04 18:00:00,off,on,off,25.0,cool,on,off,26.1,51.8,0.003,summer,2264,on,19.95,146.5,5.43,14.3,9.73,69.6,22.82,78.9,6.84,275.3,0.1
2020-08-04 20:00:00,on,on,off,26.0,cool,off,on,25.7,27.2,0.0065,summer,2204,on,58.89,203.3,6.97,17.9,19.2,181.0,25.01,65.8,9.42,250.1,0.1
2020-08-05 08:00:00,off,on,off,29.0,cool,on,off,26.4,16.7,76.3,summer,2253,on,22.68,146.6,8.75,24.7,7.15,32.5,13.95,116.4,3.21,83.1,0.1
2020-08-05 12:00:00,off,on,off,29.0,cool,on,off,29.1,9.8,0.0004,summer,2200,on,18.03,164.9,7.55,13.4,6.43,65.7,23.28,36.0,9.94,247.8,0.1
2020-08-05 14:00:00,off,off,off,27.0,cool,on,off,30.2,48.9,98.9,summer,2245,on,46.81,289.4,8.8,28.6,6.87,98.3,39.85,108.5,4.0,79.8,0.1
2020-08-05 18:00:00,off,on,off,26.0,cool,on,off,29.1,14.6,0.0042,summer,2266,on,28.49,179.0,9.51,25.3,8.99,46.6,14.4,132.1,6.46,184.3,0.1
2020-08-05 20:00:00,on,on,off,26.0,cool,on,on,29.3,80.7,0.0014,summer,2204,on,34.86,322.0,6.01,25.3,14.56,224.4,14.08,171.5,8.91,190.3,0.1
2020-08-06 08:00:00,off,on,off,28.0,cool,on,off,30.8,4.7,53.2,summer,2274,on,20.46,106.8,5.13,21.1,5.78,46.6,32.45,76.8,3.24,93.8,0.1
2020-08-06 12:00:00,off,on,off,26.0,cool,on,off,25.1,17.6,0.0007,summer,2293,on,18.59,112.9,9.24,13.0,7.28,65.6,34.15,30.9,9.4,243.4,0.1
2020-08-06 14:00:00,off,on,off,30.0,cool,on,off,29.1,69.5,60.5,summer,2234,on,36.62,183.5,8.69,18.7,9.58,48.8,19.72,73.2,2.58,101.1,0.1
2020-08-06 18:00:00,off,on,off,24.0,cool,on,off,27.0,83.8,4.7,summer,2204,on,29.0,150.9,7.0,17.6,9.71,108.3,33.97,164.8,5.03,218.9,0.1
2020-08-06 20:00:00,on,on,off,23.0,cool,off,on,27.6,68.0,0.0069,summer,2210,on,55.24,341.8,7.75,27.1,11.29,213.5,21.81,83.5,6.11,254.1,0.1
2020-08-07 08:00:00,off,off,off,22.0,cool,on,off,25.3,71.2,67.4,summer,2205,on,24.99,167.4,7.03,24.5,6.9,62.1,28.84,121.8,4.36,71.5,0.1
2020-08-07 12:00:00,off,on,off,29.0,cool,on,off,29.7,34.6,0.0018,summer,2253,on,27.08,91.3,8.52,19.8,4.91,49.3,37.03,97.0,9.66,251.0,0.1
2020-08-07 14:00:00,off,on,off,24.0,cool,on,off,25.0,62.1,46.8,summer,2213,on,40.48,332.2,7.1,17.0,9.68,115.7,33.98,119.5,3.97,95.2,0.1
2020-08-07 18:00:00,off,on,off,26.0,cool,on,off,30.0,0.8,0.0068,summer,2205,on,22.76,131.6,7.79,27.1,5.81,75.2,17.7,168.1,9.01,220.0,0.1
2020-08-07 20:00:00,on,on,off,26.0,cool,on,on,25.5,66.4,0.0081,summer,2299,on,36.34,270.2,8.63,14.5,17.49,203.1,20.97,58.5,6.58,215.9,0.1
2020-08-08 08:00:00,off,off,off,25.0,cool,on,off,28.4,32.5,52.5,summer,2237,on,27.81,138.7,6.33,21.6,4.7,79.0,21.95,77.3,3.34,79.3,0.1
2020-08-08 12:00:00,off,on,off,26.0,cool,off,off,30.8,65.7,0.0042,summer,2272,on,15.49,118.9,5.83,13.6,6.05,96.5,25.99,57.3,6.3,287.3,0.1
2020-08-08 14:00:00,off,off,off,28.0,cool,on,off,31.9,60.2,57.5,summer,2239,on,38.07,226.8,9.28,11.0,5.18,112.4,16.55,136.6,3.07,95.5,0.1
2020-08-08 18:00:00,off,on,off,26.0,cool,off,off,29.9,89.0,0.01,summer,2208,on,15.72,158.9,5.99,24.4,2.58,33.8,37.21,177.8,7.09,210.0,0.1
2020-08-08 20:00:00,on,on,off,26.0,cool,off,on,30.0,80.2,0.0054,summer,2221,on,44.0,235.6,6.84,11.5,11.94,212.5,12.18,142.9,5.99,299.3,0.1
2020-08-09 08:00:00,off,on,off,27.0,cool,on,off,28.8,90.2,31.5,summer,2298,on,29.52,113.8,9.14,14.5,2.54,47.1,33.02,51.2,4.37,85.7,0.1
2020-08-09 12:00:00,off,on,off,26.0,cool,on,off,30.3,78.9,0.0014,summer,2239,on,26.24,129.6,7.94,11.0,3.07,36.7,12.83,140.2,5.61,239.0,0.1
2020-08-09 14:00:00,off,on,off,27.0,cool,on,off,28.7,75.2,63.6,summer,2268,on,47.4,200.3,9.92,14.5,4.51,104.1,37.03,73.1,2.05,72.9,0.1
2020-08-09 18:00:00,off,on,off,29.0,cool,off,off,26.1,85.2,0.0073,summer,2202,on,28.03,150.2,9.38,13.6,2.85,85.5,16.42,105.8,7.6,261.9,0.1
2020-08-09 20:00:00,on,on,off,28.0,cool,off,on,30.0,44.2,0.0082,summer,2258,on,50.74,343.5,8.19,13.7,16.87,245.5,32.99,86.1,5.38,218.1,0.1
2020-08-10 08:00:00,off,on,off,29.0,cool,on,off,29.6,34.0,59.7,summer,2265,on,15.27,169.1,9.15,12.1,6.44,82.4,12.09,84.2,2.48,62.8,0.1
2020-08-10 12:00:00,off,on,off,27.0,cool,on,off,31.7,80.2,12.1,summer,2278,on,29.99,105.9,9.38,27.6,7.14,96.2,19.51,165.4,9.51,267.2,0.1
2020-08-10 14:00:00,off,on,off,29.0,cool,off,off,31.8,71.1,34.2,summer,2275,on,31.12,353.4,9.22,10.8,4.65,116.3,32.84,72.1,2.91,92.3,0.1
2020-08-10 18:00:00,off,on,off,27.0,cool,off,off,25.1,18.6,0.0071,summer,2201,on,23.47,151.9,7.17,15.3,8.45,70.4,29.83,106.3,5.97,251.3,0.1
2020-08-10 20:00:00,on,on,off,29.0,cool,off,on,31.8,23.4,0.0058,summer,2210,on,45.91,296.9,8.65,26.0,10.33,238.2,22.56,128.0,6.12,199.1,0.1
2020-08-11 08:00:00,off,off,off,27.0,cool,on,off,28.6,25.3,69.5,summer,2210,on,25.35,126.9,7.78,16.1,2.07,47.1,39.86,142.7,3.71,105.9,0.1
2020-08-11 12:00:00,off,on,off,29.0,cool,off,off,29.1,96.0,0.008,summer,2268,on,15.89,100.8,5.69,21.7,9.85,38.4,21.87,58.9,6.81,281.6,0.1
2020-08-11 14:00:00,off,on,off,27.0,cool,off,off,29.0,52.9,57.9,summer,2284,on,47.73,224.9,9.77,19.3,3.48,61.5,10.84,103.7,4.02,70.3,0.1
2020-08-11 18:00:00,off,on,off,29.0,cool,off,off,30.1,87.5,0.0009,summer,2235,on,22.14,93.4,5.05,22.9,3.18,78.8,31.57,65.1,9.05,294.2,0.1
2020-08-11 20:00:00,on,on,off,25.0,cool,off,on,29.6,71.9,0.0098,summer,2232,on,34.04,331.0,6.68,28.3,13.12,187.6,38.78,134.5,9.5,184.2,0.1
2020-08-12 08:00:00,off,on,off,29.0,cool,on,off,28.8,76.5,32.8,summer,2298,on,19.49,90.4,7.6,26.2,8.37,45.1,12.25,112.3,4.32,86.0,0.1
2020-08-12 12:00:00,off,on,off,25.0,cool,off,off,25.5,46.9,0.0074,summer,2276,on,24.65,116.1,7.19,13.7,5.32,102.1,32.92,83.0,6.03,198.5,0.1
2020-08-12 14:00:00,off,off,off,26.0,cool,off,off,25.2,41.6,58.4,summer,2218,on,56.04,306.9,5.56,11.6,2.51,104.8,26.87,74.6,3.17,107.9,0.1
2020-08-12 18:00:00,off,on,off,29.0,cool,on,off,31.3,54.6,0.0048,summer,2258,on,19.22,132.8,7.58,10.3,6.39,92.0,27.12,140.3,9.54,181.7,0.1
2020-08-12 20:00:00,on,on,off,30.0,cool,on,on,28.5,11.1,0.0026,summer,2225,on,40.52,206.1,9.61,18.5,11.5,209.5,38.6,119.7,6.15,258.8,0.1
2020-08-13 08:00:00,off,off,off,25.0,cool,on,off,25.4,80.7,71.3,summer,2213,on,25.45,97.1,7.07,18.9,3.43,77.0,23.06,48.1,3.98,79.4,0.1
2020-08-13 12:00:00,off,on,off,29.0,cool,on,off,31.3,5.7,0.0079,summer,2262,on,18.29,123.8,8.31,23.0,8.41,86.3,31.7,108.4,5.7,225.9,0.1
2020-08-13 14:00:00,off,on,off,25.0,cool,off,off,29.4,23.3,74.3,summer,2210,on,40.79,284.8,5.79,27.0,4.76,49.4,28.08,153.4,4.92,90.6,0.1
2020-08-13 18:00:00,off,on,off,25.0,cool,on,off,27.2,82.5,0.0096,summer,2285,on,24.84,158.7,7.04,17.9,4.48,33.0,38.23,113.7,5.35,186.5,0.1
2020-08-13 20:00:00,on,on,off,30.0,cool,on,on,28.2,84.8,0.0088,summer,2246,on,55.11,183.0,5.34,15.3,11.53,297.7,16.26,107.4,5.72,253.9,0.1
2020-08-14 08:00:00,off,on,off,25.0,cool,on,off,30.4,32.5,29.4,summer,2281,on,18.89,146.4,9.08,16.0,3.02,96.7,24.17,95.0,4.19,63.4,0.1
2020-08-14 12:00:00,off,on,off,30.0,cool,off,off,31.5,1.2,0.002,summer,2279,on,17.6,161.8,8.48,19.0,4.14,45.1,24.53,107.5,5.99,229.7,0.1
2020-08-14 14:00:00,off,on,off,22.0,cool,off,off,25.1,50.4,57.2,summer,2244,on,45.64,266.7,5.87,13.7,6.97,119.5,28.14,117.6,3.65,82.7,0.1
2020-08-14 18:00:00,off,on,off,29.0,cool,off,off,29.4,9.3,0.0053,summer,2254,on,28.52,169.9,8.63,26.1,9.32,71.7,29.62,111.2,9.72,268.3,0.1
2020-08-14 20:00:00,on,on,off,30.0,cool,on,on,28.9,83.3,0.0076,summer,2234,on,57.01,329.7,7.19,12.4,14.71,223.4,18.59,137.2,5.47,262.7,0.1
2020-08-15 08:00:00,off,off,off,26.0,cool,off,off,27.7,69.4,68.8,summer,2278,on,21.36,171.4,5.07,25.4,5.54,99.1,24.18,150.8,2.09,94.2,0.1
2020-08-15 12:00:00,off,on,off,22.0,cool,off,off,25.6,79.2,0.0053,summer,2269,on,28.14,101.6,7.55,26.0,6.87,100.0,23.82,61.7,5.1,257.1,0.1
2020-08-15 14:00:00,off,off,off,22.0,cool,off,off,26.6,1.1,89.4,summer,2285,on,37.73,199.8,8.22,27.1,4.73,53.0,11.74,172.3,3.34,74.1,0.1
2020-08-15 18:00:00,off,on,off,30.0,cool,on,off,27.6,13.1,0.007,summer,2295,on,19.51,157.0,5.35,10.3,3.59,65.9,36.23,125.3,5.49,258.4,0.1
2020-08-15 20:00:00,on,on,off,29.0,cool,on,on,31.7,44.4,0.0086,summer,2250,on,55.39,294.0,7.65,20.8,13.73,203.4,29.09,78.1,7.44,249.6,0.1
2020-08-16 08:00:00,off,off,off,28.0,cool,off,off,31.9,32.6,98.9,summer,2258,on,22.72,148.9,5.83,17.5,3.99,46.7,15.29,90.1,4.21,115.8,0.1
2020-08-16 12:00:00,off,on,off,28.0,cool,off,off,30.2,16.0,0.0012,summer,2279,on,20.32,170.6,6.12,22.3,7.69,41.0,32.21,174.7,5.13,197.6,0.1
2020-08-16 14:00:00,off,off,off,21.0,cool,on,off,25.6,71.7,26.2,summer,2257,on,48.7,240.0,7.51,11.9,4.84,36.1,25.64,149.6,2.89,117.4,0.1
2020-08-16 18:00:00,off,on,off,27.0,cool,off,off,29.3,44.4,13.4,summer,2298,on,23.94,156.1,9.72,25.0,4.57,61.7,24.3,33.5,9.55,210.6,0.1
2020-08-16 20:00:00,on,on,off,28.0,cool,on,off,29.0,46.6,17.8,summer,2233,on,41.69,310.2,5.64,13.8,16.66,242.9,36.78,45.9,6.43,247.1,0.1
2020-08-17 08:00:00,off,on,off,26.0,cool,on,off,27.8,65.3,27.8,summer,2234,on,23.19,96.0,7.88,11.0,5.82,77.5,11.9,117.0,3.01,110.2,0.1
2020-08-17 12:00:00,off,on,off,26.0,cool,off,off,30.9,93.6,18.2,summer,2286,on,15.59,153.0,8.15,21.9,6.79,51.8,15.61,60.3,5.15,253.1,0.1
2020-08-17 14:00:00,off,off,off,29.0,cool,on,off,30.5,29.2,66.7,summer,2296,on,59.58,311.3,6.74,13.0,5.26,37.8,38.74,141.7,2.82,77.1,0.1
2020-08-17 18:00:00,off,on,off,30.0,cool,off,off,30.8,71.7,0.003,summer,2279,on,20.18,151.1,7.56,28.5,2.79,81.4,11.37,175.8,7.26,293.1,0.1
2020-08-17 20:00:00,on,on,off,27.0,cool,on,on,30.3,57.6,0.0059,summer,2248,on,43.98,319.2,8.65,23.5,16.51,181.1,26.66,36.0,8.14,224.9,0.1
2020-08-18 08:00:00,off,on,off,25.0,cool,off,off,28.2,1.9,20.0,summer,2253,on,17.3,114.7,5.27,17.0,9.57,55.9,36.31,174.0,4.42,82.5,0.1
2020-08-18 12:00:00,off,on,off,25.0,cool,off,off,28.8,12.7,0.0007,summer,2270,on,26.1,141.4,6.92,22.8,7.51,109.9,32.78,111.2,9.66,199.4,0.1
2020-08-18 14:00:00,off,off,off,30.0,cool,off,off,28.8,57.6,95.0,summer,2283,on,30.98,221.5,6.04,11.8,8.61,105.2,16.86,148.7,3.24,62.7,0.1
2020-08-18 18:00:00,off,on,off,28.0,cool,off,off,28.1,45.0,0.0092,summer,2230,on,16.26,136.3,7.44,23.1,3.01,44.6,11.55,71.6,6.39,274.1,0.1
2020-08-18 20:00:00,on,on,off,30.0,cool,on,on,25.7,25.3,0.0012,summer,2229,on,43.61,337.6,5.95,28.4,18.37,207.4,34.21,104.8,9.22,240.7,0.1
2020-08-19 08:00:00,off,off,off,27.0,cool,off,off,27.2,68.0,61.1,summer,2269,on,28.44,148.5,5.7,21.0,8.91,33.7,15.72,84.5,2.59,100.2,0.1
2020-08-19 12:00:00,off,on,off,22.0,cool,off,off,27.0,70.0,0.0049,summer,2265,on,26.35,91.4,7.93,13.3,8.57,67.2,12.57,147.7,8.92,279.4,0.1
2020-08-19 14:00:00,off,off,off,21.0,cool,off,off,25.3,1.6,49.0,summer,2202,on,53.26,314.7,6.55,22.4,6.29,111.4,20.23,48.1,4.05,70.0,0.1
2020-08-19 18:00:00,off,on,off,28.0,cool,off,off,29.1,87.7,0.0097,summer,2223,on,23.91,174.3,8.32,23.6,9.84,117.6,11.17,139.0,5.14,231.6,0.1
2020-08-19 20:00:00,on,on,off,26.0,cool,off,on,29.4,52.7,0.0022,summer,2253,on,49.92,280.4,7.58,23.6,19.87,185.7,34.97,79.9,5.52,212.8,0.1
2020-08-20 08:00:00,off,on,off,27.0,cool,off,off,29.6,86.4,21.7,summer,2283,on,19.07,179.2,6.49,26.6,5.36,44.6,11.85,166.9,4.19,86.8,0.1
2020-08-20 12:00:00,off,on,off,28.0,cool,on,off,27.3,34.8,0.0007,summer,2254,on,25.2,158.7,8.21,28.1,2.89,76.2,38.72,130.9,7.78,234.8,0.1
2020-08-20 14:00:00,off,off,off,28.0,cool,off,off,31.1,76.5,87.7,summer,2299,on,56.58,236.2,9.86,12.1,9.1,57.1,23.34,115.5,4.18,73.0,0.1
2020-08-20 18:00:00,off,on,off,27.0,cool,off,off,28.2,86.3,0.0052,summer,2214,on,18.38,104.6,5.79,21.7,4.7,38.3,19.37,132.5,6.01,283.6,0.1
2020-08-20 20:00:00,on,on,off,21.0,cool,on,on,25.2,37.4,0.0013,summer,2266,on,59.02,289.4,9.62,26.0,10.83,206.3,17.76,68.3,6.09,225.6,0.1
2020-08-21 08:00:00,off,off,off,30.0,cool,on,off,29.7,16.0,21.0,summer,2242,on,17.82,140.7,8.97,29.4,7.23,117.8,28.04,110.4,2.97,75.9,0.1
2020-08-21 12:00:00,off,on,off,28.0,cool,on,off,27.7,98.3,0.0069,summer,2217,on,16.75,147.6,5.38,18.9,9.01,78.3,28.41,37.5,9.01,242.7,0.1
2020-08-21 14:00:00,off,off,off,26.0,cool,on,off,30.2,82.8,80.0,summer,2249,on,51.8,318.8,9.53,29.6,5.63,86.0,11.11,82.8,4.49,64.5,0.1
2020-08-21 18:00:00,off,on,off,26.0,cool,on,off,29.1,16.6,0.0056,summer,2262,on,20.0,147.6,5.82,16.6,7.85,32.7,22.48,127.9,6.73,261.2,0.1
2020-08-21 20:00:00,on,on,off,27.0,cool,on,on,25.3,26.4,0.0068,summer,2278,on,51.7,322.3,9.29,29.7,16.34,186.5,36.66,148.5,7.87,237.0,0.1
2020-08-22 08:00:00,off,on,off,27.0,cool,off,off,31.2,4.4,61.1,summer,2280,on,18.14,147.3,8.33,22.8,5.15,117.1,15.0,99.8,3.13,72.8,0.1
2020-08-22 12:00:00,off,on,off,25.0,cool,off,off,29.4,78.9,0.007,summer,2284,on,23.66,173.6,7.64,11.1,7.47,54.9,39.01,105.7,8.99,269.8,0.1
2020-08-22 14:00:00,off,off,off,26.0,cool,off,off,29.1,17.5,78.0,summer,2253,on,42.13,213.2,8.94,18.5,5.33,43.6,38.79,65.8,3.11,76.2,0.1
2020-08-22 18:00:00,off,on,off,25.0,cool,on,off,29.3,54.7,0.0051,summer,2252,on,24.07,100.3,7.45,27.7,8.24,76.9,14.18,134.5,9.45,227.9,0.1
2020-08-22 20:00:00,on,on,off,29.0,cool,off,on,32.0,87.6,0.0082,summer,2239,on,53.91,317.4,5.86,27.9,17.51,209.6,24.14,94.8,8.88,222.3,0.1
2020-08-23 08:00:00,off,on,off,25.0,cool,on,off,26.5,74.1,24.4,summer,2206,on,18.91,123.9,8.39,17.9,8.55,119.1,29.54,47.2,4.15,83.3,0.1
2020-08-23 12:00:00,off,on,off,26.0,cool,on,off,27.2,68.4,0.0009,summer,2296,on,29.54,178.1,7.21,19.9,8.25,98.2,20.27,113.9,5.42,215.7,0.1
2020-08-23 14:00:00,off,on,off,29.0,cool,off,off,27.3,21.2,81.8,summer,2266,on,45.56,292.8,7.05,23.7,4.67,118.5,37.07,111.9,3.09,116.7,0.1
2020-08-23 18:00:00,off,on,off,29.0,cool,off,off,31.3,24.5,0.0041,summer,2270,on,19.41,141.6,7.84,21.9,7.7,100.8,32.51,174.8,6.76,295.6,0.1
2020-08-23 20:00:00,on,on,off,30.0,cool,off,on,28.1,89.3,0.0041,summer,2260,on,41.51,297.3,6.39,28.4,12.88,280.6,22.48,135.5,9.57,182.5,0.1
2020-08-24 08:00:00,off,off,off,27.0,cool,on,off,29.5,67.6,30.2,summer,2296,on,20.4,137.2,6.1,27.7,8.06,31.3,13.32,161.0,2.78,61.4,0.1
2020-08-24 12:00:00,off,on,off,28.0,cool,on,off,28.2,9.0,0.0065,summer,2220,on,26.09,173.7,5.04,12.3,9.31,109.3,28.1,66.2,7.59,268.8,0.1
2020-08-24 14:00:00,off,off,off,23.0,cool,on,off,27.0,98.6,69.9,summer,2298,on,43.92,256.5,5.21,13.8,5.34,109.7,39.42,123.4,2.05,80.4,0.1
2020-08-24 18:00:00,off,on,off,25.0,cool,off,off,30.0,97.1,0.0089,summer,2222,on,23.44,168.2,6.11,23.9,9.67,57.9,13.98,30.9,8.07,244.3,0.1
2020-08-24 20:00:00,on,on,off,28.0,cool,off,on,27.7,70.4,0.0076,summer,2259,on,31.38,328.6,5.95,18.9,17.19,294.9,34.31,42.4,6.8,295.9,0.1
2020-08-25 08:00:00,off,on,off,26.0,cool,on,off,30.4,66.1,69.0,summer,2277,on,20.98,124.8,9.21,14.7,6.67,106.9,32.25,58.9,3.06,94.7,0.1
2020-08-25 12:00:00,off,on,off,24.0,cool,off,off,27.4,2.0,0.0035,summer,2200,on,29.83,100.3,7.57,24.6,8.38,39.8,25.83,169.5,8.13,291.7,0.1
2020-08-25 14:00:00,off,on,off,26.0,cool,off,off,27.8,73.2,36.5,summer,2246,on,36.73,196.7,6.59,26.7,9.94,85.2,22.26,138.3,3.63,94.8,0.1
2020-08-25 18:00:00,off,on,off,25.0,cool,off,off,28.5,26.1,0.0072,summer,2269,on,23.75,151.5,6.43,11.0,7.92,96.0,15.71,148.1,8.96,247.9,0.1
2020-08-25 20:00:00,on,on,off,30.0,cool,on,on,27.5,43.6,0.0011,summer,2252,on,30.81,308.7,7.18,22.7,11.99,249.7,29.79,35.9,9.84,205.2,0.1
2020-08-26 08:00:00,off,on,off,29.0,cool,on,off,29.2,14.9,84.4,summer,2276,on,27.17,97.2,5.81,12.4,5.28,115.2,15.05,33.4,3.51,89.4,0.1
2020-08-26 12:00:00,off,on,off,29.0,cool,off,off,30.1,91.4,0.008,summer,2239,on,19.59,99.7,8.56,22.1,3.19,119.9,39.78,48.8,9.0,189.3,0.1
2020-08-26 14:00:00,off,off,off,28.0,cool,on,off,27.2,91.5,68.9,summer,2249,on,31.5,204.9,8.34,28.3,5.39,85.0,13.15,76.7,2.81,80.4,0.1
2020-08-26 18:00:00,off,on,off,27.0,cool,on,off,28.8,60.1,0.0057,summer,2266,on,17.19,135.4,8.72,13.5,4.55,41.9,21.81,132.1,6.98,278.7,0.1
2020-08-26 20:00:00,on,on,off,28.0,cool,on,on,31.6,44.3,0.0095,summer,2213,on,52.18,316.3,5.27,15.4,16.84,273.3,15.76,176.6,6.96,236.8,0.1
2020-08-27 08:00:00,off,off,off,29.0,cool,on,off,30.6,97.0,63.5,summer,2268,on,16.06,129.0,8.4,13.4,4.08,98.3,23.54,131.6,3.31,95.3,0.1
2020-08-27 12:00:00,off,on,off,29.0,cool,off,off,31.8,53.9,0.0052,summer,2272,on,21.56,107.8,7.68,25.3,7.34,105.3,33.43,93.6,6.02,215.9,0.1
2020-08-27 14:00:00,off,off,off,30.0,cool,on,off,26.1,54.3,30.6,summer,2222,on,57.1,350.9,9.18,29.9,2.68,47.2,30.86,107.9,4.08,80.8,0.1
2020-08-27 18:00:00,off,on,off,27.0,cool,on,off,29.2,48.3,0.0036,summer,2220,on,19.06,141.9,8.57,21.8,6.29,104.7,20.05,160.5,6.07,205.9,0.1
2020-08-27 20:00:00,on,on,off,22.0,cool,on,on,26.1,87.8,0.0073,summer,2263,on,30.67,312.8,6.51,15.6,16.85,197.7,12.49,110.2,6.63,263.2,0.1
2020-08-28 08:00:00,off,on,off,29.0,cool,off,off,26.2,7.7,71.9,summer,2250,on,16.42,93.4,5.15,17.0,8.47,86.1,15.99,72.4,4.25,85.6,0.1
2020-08-28 12:00:00,off,on,off,27.0,cool,off,off,32.0,36.4,0.008,summer,2247,on,26.8,139.9,8.49,10.6,4.23,61.1,27.87,42.8,8.5,240.7,0.1
2020-08-28 14:00:00,off,off,off,30.0,cool,off,off,30.6,96.4,63.4,summer,2233,on,38.5,266.6,6.22,27.9,2.12,72.8,23.49,128.1,2.57,82.1,0.1
2020-08-28 18:00:00,off,on,off,28.0,cool,on,off,31.6,91.5,0.0003,summer,2204,on,15.59,150.4,5.44,13.1,9.52,113.9,16.54,97.9,7.04,245.3,0.1
2020-08-28 20:00:00,on,on,off,29.0,cool,on,on,27.6,35.2,0.0044,summer,2294,on,36.88,307.7,6.09,18.7,10.92,239.6,17.83,81.2,6.46,207.0,0.1
2020-08-29 08:00:00,off,off,off,26.0,cool,on,off,26.2,48.7,34.7,summer,2203,on,16.86,107.0,9.72,28.2,2.09,48.9,38.18,158.9,3.08,66.5,0.1
2020-08-29 12:00:00,off,on,off,28.0,cool,on,off,28.3,40.1,10.0,summer,2219,on,20.59,126.4,8.74,19.1,3.21,110.9,29.01,125.9,7.85,251.3,0.1
2020-08-29 14:00:00,off,off,off,29.0,cool,off,off,31.3,85.9,64.4,summer,2204,on,58.54,263.5,8.93,10.1,4.85,82.5,11.38,161.5,3.42,109.9,0.1
2020-08-29 18:00:00,off,on,off,26.0,cool,off,off,26.9,85.3,18.5,summer,2259,on,18.28,111.5,9.02,16.7,9.07,45.3,17.27,69.8,6.55,185.0,0.1
2020-08-29 20:00:00,on,on,off,28.0,cool,off,on,29.9,81.2,0.0072,summer,2275,on,45.21,237.8,9.14,11.8,16.21,207.5,38.69,129.0,7.56,204.3,0.1
2020-08-30 08:00:00,off,off,off,27.0,cool,on,off,29.9,60.3,87.7,summer,2274,on,16.41,161.7,9.42,19.9,2.39,43.5,39.86,83.1,4.37,62.0,0.1
